16916,20,0
62493,285,0
30198,758,29
53683,947,108
40185,1273,0
28781,1389,0
24462,1678,23
48399,1807,67
64815,2095,75
18295,2423,-35
12218,2746,11
22760,3048,0
57982,3198,56
27966,3390,27
54894,3694,53
38929,3857,0
32865,4193,0
64243,4595,-68
2315,4619,66
64454,5062,62
55041,5121,0
18633,5577,0
14557,5853,0
61006,5966,59
62615,6295,37
7591,6567,105
64747,6891,58
6727,6983,-111
32315,7227,-114
60645,7653,0
6308,7844,0
45688,8056,0
969,8393,0
40891,8635,-18
49294,8846,48
41118,9118,40
21395,9363,-28
6091,9675,-14
32541,9757,0
17665,9985,0
3784,10440,0
28718,10542,28
59240,10856,0
40178,11250,39
60086,11446,58
42252,11532,0
44770,12002,43
22514,12274,21
3067,12539,-2
15757,12685,0
31649,12961,0
10842,13146,10
43765,13557,0
33405,13693,0
44954,13978,43
56657,14161,0
5003,14475,-30
50227,14643,12
19358,15006,18
36529,15281,0
10392,15512,0
58882,15618,57
5129,15881,0
58554,16314,57
58584,16344,0
27444,16436,0
58982,15718,57
51476,16660,0
6796,17036,0
21311,17215,-49
30705,17649,0
28964,17700,0
41003,17963,10
20259,18211,-56
57857,18433,0
63258,18714,61
36374,15126,35
692,19124,0
43121,19313,0
48128,19456,0
34561,19713,0
49213,20029,0
36922,20282,36
59162,20506,57
50552,20856,0
17866,21194,17
18145,21473,0
3884,21548,0
54388,21876,0
42932,22196,0
46919,22343,-47
58892,22540,0
8620,22956,0
38336,23232,0
64357,23397,0
23387,23643,-42
42632,23944,0
15913,24105,0
15679,24383,79
22501,24805,0
37540,24996,0
5527,25239,101
63921,25521,0
62716,25852,0
32874,25962,32
64390,23430,62
63101,26237,0
61802,26474,60
19648,26816,0
29031,26983,89
44981,27317,0
28092,27580,0
9448,27880,0
44744,28104,0
61496,28216,0
31453,28637,0
60746,28746,59
12199,29095,-23
62255,29231,-53
21793,29473,0
26544,29872,0
14964,30068,0
41462,30454,40
56089,30489,0
52038,30790,50
47982,31086,46
59484,31324,0
50924,31724,0
6942,31774,6
34998,32182,34
27069,32445,0
51926,32726,50
60645,32997,0
43181,33197,0
10559,33343,79
4664,33592,0
28578,33954,27
59516,31356,0
38912,34048,0
63562,34378,62
64846,34638,63
62938,35034,61
27194,35130,26
28804,35460,0
61703,35591,65
10998,36086,10
6596,36292,0
37721,36441,0
43430,36774,42
22692,37028,0
62971,35067,126
47125,37141,0
52521,37417,0
34646,37718,33
32889,38009,0
13055,38399,-65
65416,38536,0
62869,34965,0
57314,38882,55
12659,39027,92
14052,39396,0
32956,38076,0
49273,39545,0
50352,39856,0
49737,40009,0
15555,40387,48
47475,40563,92
15328,40928,0
34621,37693,0
51365,41125,0
32820,37940,0
48855,41431,-75
12224,41664,0
2035,41971,-4
60539,42107,30
14595,42243,64
13853,39197,0
24143,42575,-109
15216,40816,0
8113,42929,0
22640,43120,0
32978,43474,32
39151,43759,59
19520,43840,0
58141,44061,0
63959,44503,117
53040,44592,0
55842,44834,54
585,45129,0
51229,45341,0
64181,45749,0
54879,45919,-105
28210,46130,27
10268,46364,0
15395,46627,8
12884,46932,0
2149,47205,0
53483,47595,58
59606,47830,58
14981,48005,0
36672,48192,0
23197,48541,0
36518,48806,35
13361,48945,0
19810,49250,19
25955,49507,88
62678,49878,61
26021,49573,0
29409,50145,0
38111,50399,55
58573,50637,0
56840,50696,0
41306,51034,40
54426,51354,53
3617,51489,0
50652,51932,0
41452,51180,0
20241,51985,0
31723,52459,-6
53747,52723,124
28550,52870,27
23402,53098,22
21205,53461,0
56181,53621,0
57470,53886,56
39933,54269,0
34964,54420,0
24781,54733,0
41747,54803,-60
62564,55140,0
58461,55389,0
20858,55674,20
49301,55957,0
40572,56188,0
23840,56352,0
35278,56782,34
62905,57017,0
56650,57162,55
11149,57485,0
38920,57608,0
23430,57990,22
57592,58360,0
3080,58376,0
6677,58645,0
50704,58896,0
51883,59307,-86
62799,56911,83
20188,59612,0
1245,59869,0
12220,60092,0
17602,60354,17
28609,60609,0
42694,60870,41
29826,61058,29
13827,61187,-128
27336,61640,0
53343,61791,23
11533,61965,0
41713,62449,0
33890,62562,33
4894,62750,4
57599,63231,63
3870,63262,3
58622,63742,57
29780,61012,0
62553,63833,0
2303,64255,63
51915,64459,-78
6251,64619,26
38107,64987,54
59325,65213,0
61295,65391,-37
26699,75,18
51188,500,0
59519,639,31
7345,945,0
20325,1125,0
39633,1489,0
1562,1562,1
7580,1948,0
8170,2282,7
62256,2352,0
35823,2799,-5
27790,2958,27
13191,3207,-31
9772,3372,0
7477,1845,0
44455,3751,105
59546,666,58
49347,4035,48
36539,4283,-82
12453,4517,0
49640,4840,0
28290,4994,27
44817,5137,0
8565,5493,0
16399,5647,3
41934,6094,40
45457,6289,0
33856,6464,0
19498,6698,19
17661,7165,0
63829,7253,0
42034,7474,41
28928,7680,0
30711,8183,-3
8800,8288,0
52335,8559,27
38775,8823,-35
52704,9184,0
24380,9276,0
19602,6802,19
57998,9614,56
2919,9831,-39
8362,10154,8
17884,10460,0
45737,10665,0
47894,10774,46
59667,11027,68
10385,11409,0
52782,11566,51
64416,11936,0
40946,12274,39
16778,12426,16
27159,12567,-123
24324,9220,0
32450,12994,31
9108,13204,0
65305,13337,0
19575,13687,29
11117,13933,0
65170,14226,63
58013,14493,0
61676,14828,0
63510,14870,62
17458,15154,17
54675,15507,100
1713,15793,0
55105,15937,0
65321,13353,0
45278,16350,44
26256,16528,0
64198,16838,62
29441,16897,0
1928,17288,0
39425,17409,0
32000,17664,0
28549,18053,0
46295,18391,53
22772,18676,0
58228,18804,0
63525,14885,0
32602,19034,31
46195,18291,28
55849,19241,0
46454,19574,45
7487,19775,79
33879,20055,21
42004,20244,0
8599,20631,101
18641,20945,0
49015,21111,-35
26830,21454,26
34754,21698,33
14668,21836,0
38362,22234,37
38791,22407,-31
4171,22603,18
45975,22935,-27
14623,21791,71
62393,23225,0
64658,23442,63
10963,23763,-76
9058,23906,8
51031,24151,-43
32425,24489,0
45483,24747,106
44611,24899,-112
63664,25264,0
54920,25480,0
7663,25839,123
56480,26016,0
1489,26321,0
28438,26390,27
65449,26793,0
12441,27033,0
58530,27298,57
63570,25170,62
26251,27531,-94
15972,27748,0
35826,28146,34
5491,28275,92
54253,28653,0
49655,28919,125
5868,29164,0
20163,29379,-80
51079,29575,-31
21398,29846,20
32756,30196,0
64196,30404,0
43218,30674,42
21583,30799,19
25086,31230,24
45515,31435,114
12893,31581,0
22914,31874,22
58969,32089,0
20094,29310,19
13730,32418,13
44059,32539,6
28931,32771,64
13533,33245,0
33134,33390,32
28483,33603,-48
1220,33988,0
38174,34078,37
53502,34558,52
43328,34624,0
4970,34922,4
8090,35226,7
2661,35429,0
53903,35727,-93
11025,35857,0
26627,36099,0
18117,36549,0
14505,36777,0
61528,36952,0
20423,37319,-15
26962,37458,26
36392,37672,0
11365,37989,0
50882,38338,49
41668,38596,0
30497,38689,0
36216,39032,0
5619,39411,124
36983,39543,29
59557,39845,0
36663,39991,-51
36436,37716,0
37057,39617,0
23585,40225,0
58791,40615,105
46666,40778,45
64475,41179,-10
21615,41327,27
41090,41602,40
1771,41963,-70
47513,42137,0
39338,42410,38
1390,42606,1
38772,42868,0
58149,43045,0
7196,43292,0
9123,43683,-24
7491,43843,80
62616,44184,0
15436,44364,0
17491,44627,20
53656,44952,0
26449,45137,0
34935,45431,29
19864,45720,0
51388,46012,0
15155,46131,-52
64775,46343,65
47969,46689,0
16315,47035,-18
1342,47166,1
51185,47601,0
6043,47771,-26
21398,48022,20
3273,48329,0
9370,48538,9
35463,48775,-95
28205,48941,0
2351,49199,75
28999,49479,81
47699,49747,-108
46870,49942,45
22311,50215,-55
22124,50540,0
22427,50331,-26
49344,50880,0
23224,51128,0
5514,51338,5
20504,51480,0
376,51832,0
2014,52190,1
38700,52268,0
13098,52522,12
62435,52963,-8
48046,53166,46
63464,53480,0
12798,53758,12
51178,53994,49
8627,54195,108
27083,54475,114
47198,54622,46
44021,55029,0
32792,55064,0
43996,55004,0
41126,55462,40
64244,55796,0
37047,55991,45
60281,56185,0
52904,56488,0
7768,56664,0
55359,56895,15
3230,57246,3
44813,57357,0
4116,57620,0
65222,58054,63
28083,58291,108
60660,58612,0
39,58663,9
328,58952,0
47868,59388,0
13009,59601,0
22378,59754,21
39304,60040,0
11171,60323,-24
8079,60559,-29
52879,60815,-93
5123,60931,0
4356,61188,0
45745,61617,0
32952,61880,0
4657,62001,0
24142,62286,23
23319,62487,-59
13607,62759,73
46304,63200,0
17677,63245,0
59691,63531,74
50967,63767,-59
7817,64137,0
8545,64353,0
55297,64513,0
52954,60890,51
39720,64808,0
18455,65047,5
30349,65421,0
63270,38,61
27156,276,0
20614,646,20
19372,940,0
48689,1073,0
49386,1514,48
50584,1688,0
51936,2016,0
34705,2193,0
13653,2389,0
50077,2717,0
54518,3062,53
41482,3082,40
4169,3401,0
36118,3606,35
9584,3952,0
18490,4154,18
55420,4476,0
5708,4684,0
23506,5074,22
15391,5151,7
36368,5392,0
38976,5696,0
50406,6118,49
49236,6228,0
65035,6411,-126
30120,6824,0
62551,6999,21
46809,7385,0
21687,7607,45
53839,7759,-109
2098,7986,2
12364,8268,0
45366,8502,44
50437,8709,0
36675,9027,-48
55382,9302,54
11846,9542,11
49127,9959,-7
19900,10172,0
20554,10314,20
19219,10515,-60
51483,10779,70
58090,11242,56
39074,11426,38
16060,11708,0
10447,11983,51
54169,12185,0
20634,10394,20
57555,12499,52
61210,12570,59
269,12813,0
33154,13186,32
64487,13543,-7
61223,12583,-55
47292,13756,0
21852,13916,0
5281,14241,0
45912,14424,0
32532,14612,0
63067,14939,-106
41683,15315,-76
20981,15605,0
33881,15705,0
41785,15929,0
4580,16356,0
41389,16557,0
28572,16796,0
782,16910,0
30273,17217,0
62267,17467,-50
17922,17666,17
63238,17926,61
3308,18412,0
26545,18609,0
44395,18795,90
39120,19152,0
21706,19402,21
7144,19688,0
30244,17188,0
3725,19853,0
54632,20072,0
30574,20334,29
8473,20505,0
12386,20834,12
41114,21146,40
57930,21322,56
15341,21741,0
15598,21998,15
59922,22034,58
18226,22322,17
48162,22562,47
41250,22818,40
1512,23272,0
2546,23538,2
41682,23762,40
322,23874,0
880,24176,0
20891,24475,102
56604,24604,0
40166,25062,39
26791,25255,41
44560,25360,0
38698,25642,37
64127,25983,-97
15028,26292,0
38669,25613,0
45637,26437,0
43151,26767,35
9465,27129,0
2498,23490,2
13978,27290,13
16326,27590,15
51442,27890,50
34845,27933,0
63667,28339,44
39370,28618,38
55671,28791,93
64496,29168,0
7767,29271,-107
6283,29579,34
55884,29772,0
61103,30127,-85
10184,30408,0
39543,30583,-99
9555,30803,84
13963,27275,-94
58975,31071,-105
19537,31313,0
6101,31701,0
41421,31949,0
45502,32190,44
29328,32400,0
8149,32725,0
25450,32874,24
58944,31040,0
50666,33258,49
23084,33324,0
36468,33652,0
33645,33901,0
25002,34218,24
53715,34515,116
60173,34573,0
46354,34834,45
4708,35172,0
28208,35376,0
58844,35804,0
22173,35997,0
8535,36183,85
42261,36373,0
29687,36855,-3
37799,37031,-23
22566,37158,22
62520,37432,0
4098,37634,4
47999,38015,-33
49660,38396,0
37063,38599,49
41856,38784,0
5417,38953,0
48856,39384,0
10682,39610,10
22370,39778,21
63281,39985,0
62452,40436,0
50532,40548,0
9022,40766,8
59300,41124,0
58660,41252,0
56401,41553,0
8518,41798,8
63066,42074,61
63250,39954,61
48592,42448,0
28771,42595,24
37673,42793,0
60776,43112,0
56438,41590,55
60424,43272,0
39993,43577,0
56004,43972,0
59002,44154,57
33982,44478,33
25498,44698,24
57047,45015,-75
1401,45177,0
15130,45338,14
42960,45776,0
61827,45955,96
32442,46266,31
64304,46384,0
30273,46657,0
38082,47042,37
22404,47236,0
3808,47584,0
16883,47859,124
23111,47943,-111
62417,48337,0
60364,48588,0
4542,48830,4
14829,49133,0
44964,49316,0
33924,49540,0
2141,49757,0
19245,49965,0
47168,50240,0
24048,50672,0
1022,50942,0
23075,47907,-120
24888,51000,0
49247,51295,23
4900,51492,0
22656,51840,0
34117,52037,0
55555,52227,64
48947,52531,-52
59533,52877,0
21312,53056,0
21415,53159,-23
813,50733,0
19419,50139,-10
1999,53455,-13
20155,53691,-82
21521,53777,0
13670,54118,13
19289,54361,0
58483,54643,28
41318,54886,40
16151,55063,-59
13611,54059,74
21514,53770,21
13499,55483,46
45583,55567,-125
49013,52597,0
64843,55883,82
63485,56317,0
38697,56361,0
59188,56628,0
24593,56849,0
57641,57129,0
36524,57516,0
56980,57748,0
36810,58058,35
6096,58320,0
11070,58430,10
60124,58844,0
37576,59080,0
15096,59384,0
45247,59583,47
32783,59663,3
58390,59926,57
60873,60361,0
23719,60583,41
24385,60737,0
22307,60963,-56
17375,61407,-9
15990,61558,15
20526,61742,20
25904,62000,0
42224,62448,0
9311,62559,23
7862,62902,7
3835,63227,-66
30535,63303,-47
65179,63643,-90
57387,63787,10
63579,64091,22
4946,64338,4
9037,64589,0
61033,64873,0
55543,65271,61
50361,65465,0
6480,80,0
14042,474,13
21531,539,6
39195,795,70
37511,1159,-95
23696,1424,0
27440,1584,0
28201,1833,0
23072,2080,0
7814,2438,7
6552,152,0
43637,2677,0
35113,2857,0
34890,3146,34
61297,3441,0
45633,3649,0
61431,3575,-3
46032,4048,0
18774,4182,18
62991,4367,-125
28059,4763,102
35229,2973,0
51230,4894,50
14405,5189,0
52242,5394,51
43153,5777,0
2709,6037,0
47963,6235,-42
36943,6479,19
54066,6706,52
10054,6982,9
43051,5675,10
11525,7173,0
17684,7444,0
41681,7889,0
27883,8171,58
56909,8269,0
45772,8652,0
27496,8808,0
46842,9210,45
38734,9294,37
28972,9516,0
59684,9764,0
11384,10104,0
21018,10266,20
2192,10640,0
18384,10960,0
13464,11160,0
31018,11306,30
62958,11758,61
30611,11923,-28
1913,12153,0
18904,12504,0
26773,12693,0
55491,12995,48
21899,13195,98
64413,13469,0
47134,13598,46
23172,13956,0
7262,14174,7
12705,14497,0
7522,14690,7
58815,15039,111
34916,15204,0
3802,15578,3
58008,15768,0
1239,16087,53
63947,16331,114
381,16509,0
60734,16702,59
48769,17025,0
41938,17362,40
38025,17545,0
55099,17723,-50
56691,18035,92
39530,18282,38
59003,18555,-98
6029,18829,0
20920,19128,0
8077,19341,0
42633,19593,0
17443,19747,8
53570,20034,52
22833,20273,0
3782,20678,3
47758,20878,46
22136,21112,0
22427,21403,-26
23867,21563,78
59968,21824,0
62166,22230,60
6972,22332,0
63684,22724,0
46388,22836,0
41942,23254,40
36524,23468,0
9323,23659,26
31114,23946,30
22345,21321,0
46463,22911,95
54671,24207,99
9214,24574,8
7257,24665,0
33150,24958,32
41565,25181,0
26214,25446,25
3595,25611,-126
17932,25868,0
34660,26212,0
51961,26617,0
58634,26634,57
57990,27014,56
28848,27312,0
49920,27392,0
18351,27823,-21
53669,28069,0
33996,28364,0
6741,28501,0
64098,28770,62
606,29022,0
27383,29431,-67
63140,29604,0
32228,29924,0
63437,30157,0
29085,30365,0
65080,30520,0
38753,30817,0
16041,31145,0
9041,31313,0
42090,31594,41
46388,31796,0
63650,32162,62
36636,32284,0
21947,32699,110
19833,32889,0
36464,33136,0
8541,33373,0
12712,33704,0
48955,33851,-50
39206,34086,38
15578,34522,15
49205,34613,0
7731,34867,-116
43046,35110,42
60498,35410,59
9237,35605,0
47706,35930,46
43973,36293,0
42008,36376,0
27460,36676,0
24999,37031,105
51933,37341,0
34070,37398,33
65155,37763,-96
59955,37939,-116
9277,35645,0
20420,38340,0
44860,38460,0
50992,38704,0
10583,38999,85
57751,39319,101
23195,39579,-90
27227,39771,-106
42816,40000,0
58219,40299,-38
37606,40678,36
18426,40954,17
21238,41206,20
11983,41423,-77
48394,41482,47
11036,41756,0
30557,42077,0
23453,42397,0
49847,42679,-83
30032,42832,0
48065,43201,0
6957,43309,0
2301,43773,0
7736,43832,0
31260,44060,0
17071,44463,-85
8940,44780,0
9929,45001,0
45563,45307,126
12107,45387,-46
Page Faults Rate, 94.60%,
TLB Hits Rate, 5.40%,